itemid,type,snmp_community,snmp_oid,hostid,name,key_,delay,history,trends,status,value_type,trapper_hosts,units,multiplier,delta,snmpv3_securityname,snmpv3_securitylevel,snmpv3_authpassphrase,snmpv3_privpassphrase,formula,error,lastlogsize,logtimefmt,templateid,valuemapid,delay_flex,params,ipmi_sensor,data_type,authtype,username,password,publickey,privatekey,mtime,flags,filter,interfaceid,port,description,inventory_link,lifetime,snmpv3_authprotocol,snmpv3_privprotocol,state,snmpv3_contextname
22987,0,,,10077,"Mounted filesystem discovery",vfs.fs.discovery,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#FSTYPE}:@File systems for discovery",NULL,,"Discovery of file systems of different types as defined in global regular expression ""File systems for discovery"".",0,30,0,0,0,
22988,0,,,10077,"Free disk space on $1","vfs.fs.size[{#FSNAME},free]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22989,0,,,10077,"Free inodes on $1 (percentage)","vfs.fs.inode[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22990,0,,,10077,"Total disk space on $1","vfs.fs.size[{#FSNAME},total]",3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22991,0,,,10077,"Used disk space on $1","vfs.fs.size[{#FSNAME},used]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22992,0,,,10077,"Free disk space on $1 (percentage)","vfs.fs.size[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
22993,0,,,10078,"Agent ping",agent.ping,60,7,365,0,3,,,0,0,,0,,,1,,0,,22232,10,,,,0,0,,,,,0,0,,NULL,,"The agent always returns 1 for this item. It could be used in combination with nodata() for availability check.",0,0,0,0,0,
22994,0,,,10078,"Version of agent running",agent.version,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22231,NULL,,,,0,0,,,,,0,0,,NULL,,,0,0,0,0,0,
22996,0,,,10078,"Maximum number of processes",kernel.maxproc,3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It could be increased by using sysctrl utility or modifying file /etc/sysctl.conf.",0,30,0,0,0,
22997,0,,,10078,"Number of running processes","proc.num[,,run]",60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Number of processes in running state.",0,30,0,0,0,
22998,0,,,10078,"Number of processes",proc.num[],60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Total number of processes in any state.",0,30,0,0,0,
22999,0,,,10078,"Host boot time",system.boottime,600,7,365,0,3,,unixtime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23000,0,,,10078,"Interrupts per second",system.cpu.intr,60,7,365,0,3,,ips,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23001,0,,,10078,"Processor load (15 min average per core)","system.cpu.load[percpu,avg15]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
23002,0,,,10078,"Processor load (1 min average per core)","system.cpu.load[percpu,avg1]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
23003,0,,,10078,"Processor load (5 min average per core)","system.cpu.load[percpu,avg5]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
23004,0,,,10078,"Context switches per second",system.cpu.switches,60,7,365,0,3,,sps,0,1,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23005,0,,,10078,"CPU $2 time","system.cpu.util[,idle]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent doing nothing.",0,30,0,0,0,
23007,0,,,10078,"CPU $2 time","system.cpu.util[,iowait]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Amount of time the CPU has been waiting for I/O to complete.",0,30,0,0,0,
23011,0,,,10078,"CPU $2 time","system.cpu.util[,system]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent running the kernel and its processes.",0,30,0,0,0,
23012,0,,,10078,"CPU $2 time","system.cpu.util[,user]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The time the CPU has spent running users' processes that are not niced.",0,30,0,0,0,
23013,0,,,10078,"Host name",system.hostname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"System host name.",3,30,0,0,0,
23014,0,,,10078,"Host local time",system.localtime,60,7,365,0,3,,unixtime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23015,0,,,10078,"Free swap space","system.swap.size[,free]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23016,0,,,10078,"Free swap space in %","system.swap.size[,pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23017,0,,,10078,"Total swap space","system.swap.size[,total]",3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23018,0,,,10078,"System information",system.uname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The information as normally returned by 'uname -a'.",5,30,0,0,0,
23019,0,,,10078,"System uptime",system.uptime,600,7,365,0,3,,uptime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23020,0,,,10078,"Number of logged in users",system.users.num,60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Number of users who are currently logged in.",0,30,0,0,0,
23021,0,,,10078,"Checksum of $1",vfs.file.cksum[/etc/passwd],3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23022,0,,,10078,"Available memory",vm.memory.size[available],60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Available memory is defined as free+cached+buffers memory.",0,30,0,0,0,
23023,0,,,10078,"Total memory",vm.memory.size[total],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23024,0,,,10078,"Network interface discovery",net.if.discovery,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#IFNAME}:@Network interfaces for discovery",NULL,,"Discovery of network interfaces as defined in global regular expression ""Network interfaces for discovery"".",0,30,0,0,0,
23025,0,,,10078,"Incoming network traffic on $1",net.if.in[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23026,0,,,10078,"Outgoing network traffic on $1",net.if.out[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23027,0,,,10078,"Mounted filesystem discovery",vfs.fs.discovery,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#FSTYPE}:@File systems for discovery",NULL,,"Discovery of file systems of different types as defined in global regular expression ""File systems for discovery"".",0,30,0,0,0,
23028,0,,,10078,"Free disk space on $1","vfs.fs.size[{#FSNAME},free]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23029,0,,,10078,"Free inodes on $1 (percentage)","vfs.fs.inode[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23030,0,,,10078,"Total disk space on $1","vfs.fs.size[{#FSNAME},total]",3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23031,0,,,10078,"Used disk space on $1","vfs.fs.size[{#FSNAME},used]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23032,0,,,10078,"Free disk space on $1 (percentage)","vfs.fs.size[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23033,0,,,10079,"Agent ping",agent.ping,60,7,365,0,3,,,0,0,,0,,,1,,0,,22232,10,,,,0,0,,,,,0,0,,NULL,,"The agent always returns 1 for this item. It could be used in combination with nodata() for availability check.",0,0,0,0,0,
23034,0,,,10079,"Version of agent running",agent.version,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22231,NULL,,,,0,0,,,,,0,0,,NULL,,,0,0,0,0,0,
23035,0,,,10079,"Maximum number of opened files",kernel.maxfiles,3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It could be increased by using sysctrl utility or modifying file /etc/sysctl.conf.",0,30,0,0,0,
23036,0,,,10079,"Maximum number of processes",kernel.maxproc,3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"It could be increased by using sysctrl utility or modifying file /etc/sysctl.conf.",0,30,0,0,0,
23039,0,,,10079,"Host boot time",system.boottime,600,7,365,0,3,,unixtime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23041,0,,,10079,"Processor load (15 min average per core)","system.cpu.load[percpu,avg15]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
23042,0,,,10079,"Processor load (1 min average per core)","system.cpu.load[percpu,avg1]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
23043,0,,,10079,"Processor load (5 min average per core)","system.cpu.load[percpu,avg5]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The processor load is calculated as system CPU load divided by number of CPU cores.",0,30,0,0,0,
23053,0,,,10079,"Host name",system.hostname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"System host name.",3,30,0,0,0,
23054,0,,,10079,"Host local time",system.localtime,60,7,365,0,3,,unixtime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23058,0,,,10079,"System information",system.uname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"The information as normally returned by 'uname -a'.",5,30,0,0,0,
23059,0,,,10079,"System uptime",system.uptime,600,7,365,0,3,,uptime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23060,0,,,10079,"Number of logged in users",system.users.num,60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Number of users who are currently logged in.",0,30,0,0,0,
23061,0,,,10079,"Checksum of $1",vfs.file.cksum[/etc/passwd],3600,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23062,0,,,10079,"Available memory",vm.memory.size[available],60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Available memory is defined as free+cached+buffers memory.",0,30,0,0,0,
23063,0,,,10079,"Total memory",vm.memory.size[total],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23067,0,,,10079,"Mounted filesystem discovery",vfs.fs.discovery,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#FSTYPE}:@File systems for discovery",NULL,,"Discovery of file systems of different types as defined in global regular expression ""File systems for discovery"".",0,30,0,0,0,
23068,0,,,10079,"Free disk space on $1","vfs.fs.size[{#FSNAME},free]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23069,0,,,10079,"Free inodes on $1 (percentage)","vfs.fs.inode[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23070,0,,,10079,"Total disk space on $1","vfs.fs.size[{#FSNAME},total]",3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23071,0,,,10079,"Used disk space on $1","vfs.fs.size[{#FSNAME},used]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23072,0,,,10079,"Free disk space on $1 (percentage)","vfs.fs.size[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23073,0,,,10075,"Incoming network traffic on $1",net.if.in[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23074,0,,,10075,"Outgoing network traffic on $1",net.if.out[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23075,0,,,10074,"Incoming network traffic on $1",net.if.in[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23076,0,,,10074,"Outgoing network traffic on $1",net.if.out[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,0,0,0,0,
23077,0,,,10079,"Incoming network traffic on $1",net.if.in[en0],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23078,0,,,10079,"Outgoing network traffic on $1",net.if.out[en0],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23108,0,,,10076,"CPU available physical processors in the shared pool","system.stat[cpu,app]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23109,0,,,10076,"CPU entitled capacity consumed","system.stat[cpu,ec]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23110,0,,,10076,"CPU idle time","system.stat[cpu,id]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23111,0,,,10076,"CPU logical processor utilization","system.stat[cpu,lbusy]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23112,0,,,10076,"CPU number of physical processors consumed","system.stat[cpu,pc]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23113,0,,,10076,"CPU system time","system.stat[cpu,sy]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23114,0,,,10076,"CPU user time","system.stat[cpu,us]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23115,0,,,10076,"CPU iowait time","system.stat[cpu,wa]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23116,0,,,10076,"Amount of data transferred","system.stat[disk,bps]",60,7,365,0,0,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23117,0,,,10076,"Number of transfers","system.stat[disk,tps]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23118,0,,,10076,"Processor units is entitled to receive",system.stat[ent],3600,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23119,0,,,10076,"Kernel thread context switches","system.stat[faults,cs]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23120,0,,,10076,"Device interrupts","system.stat[faults,in]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23121,0,,,10076,"System calls","system.stat[faults,sy]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23122,0,,,10076,"Length of the swap queue","system.stat[kthr,b]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23123,0,,,10076,"Length of the run queue","system.stat[kthr,r]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23124,0,,,10076,"Active virtual pages","system.stat[memory,avm]",60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23125,0,,,10076,"Free real memory","system.stat[memory,fre]",60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23126,0,,,10076,"File page-ins per second","system.stat[page,fi]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23127,0,,,10076,"File page-outs per second","system.stat[page,fo]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23128,0,,,10076,"Pages freed (page replacement)","system.stat[page,fr]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23129,0,,,10076,"Pages paged in from paging space","system.stat[page,pi]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23130,0,,,10076,"Pages paged out to paging space","system.stat[page,po]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23131,0,,,10076,"Pages scanned by page-replacement algorithm","system.stat[page,sr]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23134,0,,,10081,"Average disk read queue length",perf_counter[\234(_Total)\1402],60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Full counter name: \PhysicalDisk(_Total)\Avg. Disk Read Queue Length",0,30,0,0,0,
23135,0,,,10081,"Average disk write queue length",perf_counter[\234(_Total)\1404],60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Full counter name: \PhysicalDisk(_Total)\Avg. Disk Write Queue Length",0,30,0,0,0,
23136,0,,,10081,"File read bytes per second",perf_counter[\2\16],60,7,365,0,0,,Bps,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Full counter name: \System\File Read Bytes/sec",0,30,0,0,0,
23137,0,,,10081,"File write bytes per second",perf_counter[\2\18],60,7,365,0,0,,Bps,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Full counter name: \System\File Write Bytes/sec",0,30,0,0,0,
23138,0,,,10081,"Number of threads",perf_counter[\2\250],60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,"Full counter name: \System\Threads",0,30,0,0,0,
23140,0,,,10081,"Number of processes",proc.num[],60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23143,0,,,10081,"Processor load (1 min average)","system.cpu.load[percpu,avg1]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23144,0,,,10081,"Processor load (15 min average)","system.cpu.load[percpu,avg15]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23145,0,,,10081,"Processor load (5 min average)","system.cpu.load[percpu,avg5]",60,7,365,0,0,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23147,0,,,10081,"Free swap space","system.swap.size[,free]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23148,0,,,10081,"Total swap space","system.swap.size[,total]",3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23149,0,,,10081,"System information",system.uname,3600,7,365,0,1,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,5,30,0,0,0,
23150,0,,,10081,"System uptime",system.uptime,60,7,365,0,3,,uptime,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23158,0,,,10081,"Free memory",vm.memory.size[free],60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23159,0,,,10081,"Total memory",vm.memory.size[total],3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23160,0,,,10081,"Agent ping",agent.ping,60,7,365,0,3,,,0,0,,0,,,1,,0,,22232,10,,,,0,0,,,,,0,0,,NULL,,"The agent always returns 1 for this item. It could be used in combination with nodata() for availability check.",0,0,0,0,0,
23161,0,,,10081,"Version of zabbix_agent(d) running",agent.version,3600,7,365,0,1,,,0,0,,0,,,1,,0,,22231,NULL,,,,0,0,,,,,0,0,,NULL,,,0,0,0,0,0,
23162,0,,,10081,"Mounted filesystem discovery",vfs.fs.discovery,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#FSTYPE}:@File systems for discovery",NULL,,"Discovery of file systems of different types as defined in global regular expression ""File systems for discovery"".",0,30,0,0,0,
23163,0,,,10081,"Network interface discovery",net.if.discovery,3600,90,365,0,4,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,1,"{#IFNAME}:@Network interfaces for discovery",NULL,,"Discovery of network interfaces as defined in global regular expression ""Network interfaces for discovery"".",0,30,0,0,0,
23164,0,,,10081,"Free disk space on $1","vfs.fs.size[{#FSNAME},free]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,30,0,0,0,
23165,0,,,10081,"Free disk space on $1 (percentage)","vfs.fs.size[{#FSNAME},pfree]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,30,0,0,0,
23167,0,,,10081,"Total disk space on $1","vfs.fs.size[{#FSNAME},total]",3600,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,30,0,0,0,
23168,0,,,10081,"Used disk space on $1","vfs.fs.size[{#FSNAME},used]",60,7,365,0,3,,B,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,30,0,0,0,
23169,0,,,10081,"Incoming network traffic on $1",net.if.in[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,30,0,0,0,
23170,0,,,10081,"Outgoing network traffic on $1",net.if.out[{#IFNAME}],60,7,365,0,3,,bps,1,1,,0,,,8,,0,,NULL,NULL,,,,0,0,,,,,0,2,,NULL,,,0,30,0,0,0,
23171,5,,,10047,"Zabbix $4 $2 processes, in %","zabbix[process,snmp trapper,avg,busy]",60,7,365,0,0,,%,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23172,16,,,10082,"comp Accumulated time spent in compilation","jmx[""java.lang:type=Compilation"",TotalCompilationTime]",60,7,365,0,0,,s,1,0,,0,,,0.001,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23173,16,,,10082,"cl Loaded Class Count","jmx[""java.lang:type=ClassLoading"",LoadedClassCount]",60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23174,16,,,10082,"cl Total Loaded Class Count","jmx[""java.lang:type=ClassLoading"",TotalLoadedClassCount]",60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23175,16,,,10082,"cl Unloaded Class Count","jmx[""java.lang:type=ClassLoading"",UnloadedClassCount]",60,7,365,0,3,,,0,0,,0,,,1,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
23176,16,,,10082,"gc ConcurrentMarkSweep accumulated time spent in collection","jmx[""java.lang:type=GarbageCollector,name=ConcurrentMarkSweep"",CollectionTime]",60,7,365,0,0,,s,1,0,,0,,,0.001,,0,,NULL,NULL,,,,0,0,,,,,0,0,,NULL,,,0,30,0,0,0,
